ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance Score
974,Student_974,2.9,85,44.3,D,Pass,53.629999999999995
975,Student_975,1.3,89,81.0,B,Pass,73.44999999999999
976,Student_976,3.4,86,54.5,D,Pass,60.99999999999999
977,Student_977,6.4,82,82.8,B,Pass,82.98
978,Student_978,1.5,85,89.4,B,Pass,77.89
979,Student_979,5.5,52,88.2,B,Pass,76.92
980,Student_980,6.4,58,73.2,C,Pass,71.22
981,Student_981,4.0,57,71.2,C,Pass,64.97
982,Student_982,7.9,82,48.6,D,Pass,65.46
983,Student_983,2.0,55,86.5,B,Pass,69.65
984,Student_984,1.7,90,56.3,D,Pass,59.67999999999999
985,Student_985,7.6,88,69.8,C,Pass,79.08
986,Student_986,5.5,53,57.1,D,Pass,58.51
987,Student_987,7.2,62,69.99137749737118,C,Pass,71.8948264984227
988,Student_988,4.9,98,77.8,B,Pass,80.98
989,Student_989,3.2,51,43.3,D,Pass,45.129999999999995
990,Student_990,8.4,54,84.9,B,Pass,81.24
991,Student_991,8.2,93,59.1,D,Pass,75.11
992,Student_992,7.3,76,40.0,D,Pass,57.6
993,Student_993,3.4,81,70.7,C,Pass,69.47
994,Student_994,6.3,70,42.8,D,Pass,55.779999999999994
995,Student_995,4.2,57,56.6,D,Pass,56.61
996,Student_996,1.8,87,82.4,B,Pass,74.78999999999999
997,Student_997,9.3,57,43.8,D,Pass,59.13
998,Student_998,2.2,99,90.4,A,Pass,83.39000000000001
999,Student_999,9.6,52,40.2,D,Pass,56.32000000000001
1000,Student_1000,5.0,93,54.8,D,Pass,66.13
